"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-07","7.16"," 1207","0.00",,"40","31","  250","  260","16.1","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-08","4.47"," 1317","0.00",,"61","30","  240","  240","18.1","29.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-09","1.12"," 0517","0.33",,"45","33","  130","  100","6.9","8.9",,"    1",,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-10","5.14"," 1729","0.10",,"51","44","  130","  130","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-11","8.05"," 2102","1.20",,"54","37","  290","  300","25.1","38.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-12","11.41"," 0647","0.00",,"40","23","  270","  280","25.1","38.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-13","3.36"," 0837","0.00",,"35","21","  320","  320","12.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-14","3.58"," 0912","0.00",,"34","19","   70","   70","8.9","12.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-15","5.14"," 1818","0.09",,"36","25","  100","  100","12.1","15.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-16","1.57"," 1626","0.19",,"43","34","  100","  100","6.9","8.1","    1",,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-17","3.80"," 0051","0.00",,"59","35","  250","  190","8.9","14.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-18","2.68"," 2244","0.14",,"50","29","  300","  290","14.1","21.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-19","5.37"," 0257","0.00",,"45","36","  290","  290","17.0","25.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-20","3.80"," 0901","0.05",,"36","32","   90","   90","10.1","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-21","13.87"," 1931","0.00",,"36","25","  300","  350","25.1","36.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-22","5.82"," 0855","0.00",,"28","17","  320","  330","16.1","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-23","5.59"," 1227","0.00",,"31","12","   90","   90","14.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-24","2.01"," 1345","0.00",,"40","23","  270","  270","8.1","10.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-25","1.57"," 1442","0.00",,"41","32","  330","  340","8.1","12.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-26","2.01"," 1313","0.00",,"37","28","   80","   70","8.1","14.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-27","3.58"," 1258","0.01",,"43","28","  110","  120","8.1","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-28","3.13"," 0005","0.25",,"47","38","  100","  120","8.1","10.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-29","9.84"," 1921","0.17",,"65","44","  150","  160","28.0","38.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-30","9.62"," 1210","0.00",,"61","37","  260","  260","23.9","34.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-31","5.82"," 1601","0.17",,"59","31","  120","  110","23.0","30.0",,,,
